,emotion,text,hidden_emo_text,label
4948,sadness,When I had to have my elderly dog put to sleep,When I had to have my elderly dog put to sleep,4
1154,disgust,"anytime i smell milk. never did like it, but now i have to give it to my baby.","anytime i smell milk. never did like it, but now i have to give it to my baby.",1
324,anger,I felt anger because i missed my bus and i was already later for a meeting.,I felt ... because i missed my bus and i was already later for a meeting.,0
5859,surprise,My friends threw me a secret suprise party,My friends threw me a secret suprise party,5
2676,joy,when I beat a video game on hard,when I beat a video game on hard,3
338,anger,my boyfriend didn't help me clean the flat,my boyfriend didn't help me clean the flat,0
1592,disgust,Lying to my girlfriend,Lying to my girlfriend,1
2734,joy,"I went to go say goodnight to my daughter and found her reading in bed, shes 8 and struggled with reading but has really improved and it was one of the first times shes chosen to read for fun and she was so excited to tell me what had happened so far I was so happy for her.","I went to go say goodnight to my daughter and found her reading in bed, shes 8 and struggled with reading but has really improved and it was one of the first times shes chosen to read for fun and she was so excited to tell me what had happened so far I was so ... for her.",3
2850,joy,I met my cousin's new kittens.,I met my cousin's new kittens.,3
2543,joy,I felt joy when my long distance boyfriend called me and told me he was coming to visit because I miss him.,I felt ... when my long distance boyfriend called me and told me he was coming to visit because I miss him.,3
5701,surprise,I received positive feedback at work from a member of the public. I work in the emergency services and the public tend to be very critical of my role. I was therefore surprised to be thought of positively and thanked for the job I had done.,I received positive feedback at work from a member of the public. I work in the emergency services and the public tend to be very critical of my role. I was therefore ... to be thought of positively and thanked for the job I had done.,5
5008,sadness,I got broken up with,I got broken up with,4
5215,sadness,"I don't really like my job anymore and I feel disappointed and sad about it. I worked hard for it, and my job is very desirable by many, but I don't really care for it. I realized recently that my job has not turned out to be what it should be.","I don't really like my job anymore and I feel disappointed and ... about it. I worked hard for it, and my job is very desirable by many, but I don't really care for it. I realized recently that my job has not turned out to be what it should be.",4
5775,surprise,My friend got me the best gift i have ever received out of nowhere.,My friend got me the best gift i have ever received out of nowhere.,5
5056,sadness,a party that I was really looking forward to got cancelled due to unforeseen circumstances. this party had been in the diary for months so it was a real shame when it didn't go ahead.,a party that I was really looking forward to got cancelled due to unforeseen circumstances. this party had been in the diary for months so it was a real shame when it didn't go ahead.,4
2144,fear,I witnessed a family member who suffers from mental health problems have a mental breakdown.,I witnessed a family member who suffers from mental health problems have a mental breakdown.,2
